,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
79,"New York City, NY",40.7141197,-74.0033868,Tasty Dumpling,40.714863,-73.99948,Dumpling Restaurant
80,"New York City, NY",40.7141197,-74.0033868,Delimarie,40.71575398283161,-74.00619797503671,Deli / Bodega
81,"New York City, NY",40.7141197,-74.0033868,Hop Kee,40.71443921071687,-73.99886920105455,Chinese Restaurant
82,"New York City, NY",40.7141197,-74.0033868,Playgarden,40.71820176415592,-74.00524750889353,Playground
83,"New York City, NY",40.7141197,-74.0033868,Ten Over Ten,40.71594125566931,-74.00872053564494,Nail Salon
84,"New York City, NY",40.7141197,-74.0033868,Ward III,40.715885126086015,-74.00871361902418,Cocktail Bar
85,"New York City, NY",40.7141197,-74.0033868,Eggloo,40.71551718935035,-73.9993679523468,Dessert Shop
86,"New York City, NY",40.7141197,-74.0033868,Spring Café,40.717857,-74.0002,Café
87,"New York City, NY",40.7141197,-74.0033868,Church Street Boxing Gym,40.713353574017404,-74.00906676030888,Boxing Gym
88,"New York City, NY",40.7141197,-74.0033868,Blue Bottle Coffee,40.718354999999995,-74.002215,Coffee Shop
89,"New York City, NY",40.7141197,-74.0033868,Nha Trang One,40.71682582025284,-73.99985077726846,Vietnamese Restaurant
90,"New York City, NY",40.7141197,-74.0033868,Eden Day Spa,40.7181413,-74.0025244,Spa
91,"New York City, NY",40.7141197,-74.0033868,VIP Nail,40.71508283213883,-74.0067882005785,Cosmetics Shop
92,"New York City, NY",40.7141197,-74.0033868,Pulquería,40.714421392801924,-73.99818509817123,Mexican Restaurant
93,"New York City, NY",40.7141197,-74.0033868,Columbus Park,40.71560296093611,-73.99988388989955,Park
94,"New York City, NY",40.7141197,-74.0033868,iLook,40.716163255085476,-73.99815860374045,Optical Shop
95,"New York City, NY",40.7141197,-74.0033868,Primo’s,40.71550092965859,-74.00897677392395,Cocktail Bar
96,"New York City, NY",40.7141197,-74.0033868,Walker Hotel Tribeca,40.718481238800585,-74.00246858596802,Hotel
97,"New York City, NY",40.7141197,-74.0033868,#Basement,40.71528362202912,-73.99878843647704,Bar
98,"New York City, NY",40.7141197,-74.0033868,Big Wong King 大旺,40.71619620821637,-73.99830311536789,Chinese Restaurant
99,"New York City, NY",40.7141197,-74.0033868,Joe's Shanghai 鹿嗚春,40.71469244280518,-73.9977007699437,Chinese Restaurant
100,"Los Angeles, CA",34.0539187,-118.2428221,Grand Park,34.05503441823839,-118.24517873806079,Park
101,"Los Angeles, CA",34.0539187,-118.2428221,Badmaash,34.0513423251351,-118.24457108696906,Indian Restaurant
102,"Los Angeles, CA",34.0539187,-118.2428221,Redbird,34.050666051567845,-118.24406798115865,American Restaurant
103,"Los Angeles, CA",34.0539187,-118.2428221,CVS pharmacy,34.053426149652196,-118.24210707582826,Pharmacy
104,"Los Angeles, CA",34.0539187,-118.2428221,Kinokuniya Bookstore,34.05014457706706,-118.2422459714611,Bookstore
105,"Los Angeles, CA",34.0539187,-118.2428221,Curry House,34.050084762895054,-118.24222800460932,Japanese Curry Restaurant
106,"Los Angeles, CA",34.0539187,-118.2428221,LA Plaza de Cultura y Artes,34.0567451534755,-118.23998202348707,Museum
107,"Los Angeles, CA",34.0539187,-118.2428221,JiST Cafe,34.0509079511909,-118.240436223769,Breakfast Spot
108,"Los Angeles, CA",34.0539187,-118.2428221,The Edison,34.05114929279016,-118.24513783368627,Speakeasy
109,"Los Angeles, CA",34.0539187,-118.2428221,Birds & Bees,34.05209037980495,-118.24737595739992,Speakeasy
110,"Los Angeles, CA",34.0539187,-118.2428221,Marukai Market,34.050049249587744,-118.24214765760863,Supermarket
111,"Los Angeles, CA",34.0539187,-118.2428221,Fugetsu-Do Sweet Shop,34.050195729786374,-118.24048170005743,Candy Store
112,"Los Angeles, CA",34.0539187,-118.2428221,Kasih,34.050153702764284,-118.2433317052704,Indonesian Restaurant
113,"Los Angeles, CA",34.0539187,-118.2428221,Blue Whale Bar,34.04988397300476,-118.2421144193744,Jazz Club
114,"Los Angeles, CA",34.0539187,-118.2428221,Cafe Demitasse,34.04966845839441,-118.24169634169901,Coffee Shop
115,"Los Angeles, CA",34.0539187,-118.2428221,Izakaya & Bar Fu-ga,34.05031779071756,-118.24113202429085,Japanese Restaurant
116,"Los Angeles, CA",34.0539187,-118.2428221,East West Players,34.05072011145923,-118.23996605856985,Theater
117,"Los Angeles, CA",34.0539187,-118.2428221,Mike's Deli,34.050715101110455,-118.24150400526634,Deli / Bodega
118,"Los Angeles, CA",34.0539187,-118.2428221,Oreno Yakiniku Japanese Bar-B-Cue,34.05039757449613,-118.24218318944706,BBQ Joint
119,"Los Angeles, CA",34.0539187,-118.2428221,Tuesday Night Cafe,34.050900368684175,-118.2402889201882,Music Venue
120,"Los Angeles, CA",34.0539187,-118.2428221,Mitsuru Sushi and Grill,34.05006621612129,-118.2406199178049,Sushi Restaurant
121,"Los Angeles, CA",34.0539187,-118.2428221,Downtown Independent,34.05017676459379,-118.24556854958479,Movie Theater
122,"Los Angeles, CA",34.0539187,-118.2428221,Midori Matcha,34.05001112544654,-118.24212365829632,Food & Drink Shop
123,"Los Angeles, CA",34.0539187,-118.2428221,Starbucks,34.049518247264665,-118.24190789611599,Coffee Shop
124,"Los Angeles, CA",34.0539187,-118.2428221,My Ramen Bar,34.04999288080512,-118.24034109125849,Noodle House
125,"Los Angeles, CA",34.0539187,-118.2428221,Weller Court,34.0500681044337,-118.24213524575255,Shopping Mall
126,"Los Angeles, CA",34.0539187,-118.2428221,Cherry Pick Café,34.05285577019282,-118.24800151791884,American Restaurant
127,"Los Angeles, CA",34.0539187,-118.2428221,Orochon Ramen,34.04993935721044,-118.24231919701924,Noodle House
128,"Los Angeles, CA",34.0539187,-118.2428221,Redwood Bar & Grill,34.0528988641889,-118.24736493294054,Bar
129,"Los Angeles, CA",34.0539187,-118.2428221,BOWLS LA,34.05016706654175,-118.24065166765695,Men's Store
130,"Los Angeles, CA",34.0539187,-118.2428221,Chinese American Museum,34.05592534005511,-118.23916118547882,History Museum
131,"Los Angeles, CA",34.0539187,-118.2428221,Fire House #1,34.05600728144978,-118.23884655708467,Museum
132,"Los Angeles, CA",34.0539187,-118.2428221,Go for Broke Monument,34.05114519662078,-118.23904228328563,Sculpture Garden
133,"Los Angeles, CA",34.0539187,-118.2428221,Quiznos,34.05442422222638,-118.24074354232789,Sandwich Place
134,"Los Angeles, CA",34.0539187,-118.2428221,Nirvana,34.05010420723292,-118.24066170181835,Bar
135,"Los Angeles, CA",34.0539187,-118.2428221,Pico House,34.056382974463,-118.23930167144816,Historic Site
136,"Los Angeles, CA",34.0539187,-118.2428221,The Cathedral Gift Shop,34.057728000000004,-118.245144,Gift Shop
137,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88429836912896,-87.63385097568745,Coffee Shop
138,"Chicago, IL",41.8838374,-87.6320155,Cadillac Palace Theatre,41.88400646666445,-87.63314419432791,Theater
139,"Chicago, IL",41.8838374,-87.6320155,Do-Rite Donuts & Coffee,41.884598,-87.629904,Donut Shop
140,"Chicago, IL",41.8838374,-87.6320155,Luke's Lobster,41.88411976112141,-87.63237498981722,Seafood Restaurant
141,"Chicago, IL",41.8838374,-87.6320155,Daley Plaza Picasso,41.883493214400346,-87.6298112824397,Public Art
142,"Chicago, IL",41.8838374,-87.6320155,The Dearborn,41.88441496734612,-87.6295536667491,Gastropub
143,"Chicago, IL",41.8838374,-87.6320155,Cafecito,41.882271,-87.633616,Cuban Restaurant
144,"Chicago, IL",41.8838374,-87.6320155,Daley Plaza Farmer's Market,41.88349915342462,-87.62991248849212,Farmers Market
145,"Chicago, IL",41.8838374,-87.6320155,Goodman Theatre,41.88486544771689,-87.62972639019313,Theater
146,"Chicago, IL",41.8838374,-87.6320155,Roti Modern Mediterranean,41.88460509753843,-87.63415485620499,Mediterranean Restaurant
147,"Chicago, IL",41.8838374,-87.6320155,Daley Plaza,41.88356870822317,-87.63016104698181,Plaza
148,"Chicago, IL",41.8838374,-87.6320155,James M. Nederlander Theatre,41.88441581705103,-87.6288608028818,Theater
149,"Chicago, IL",41.8838374,-87.6320155,Pierogi Heaven,41.88537,-87.633728,Polish Restaurant
150,"Chicago, IL",41.8838374,-87.6320155,Benjyehuda,41.884092864687,-87.63389239386656,Falafel Restaurant
151,"Chicago, IL",41.8838374,-87.6320155,Pret A Manger,41.8838722611314,-87.62865218958073,Sandwich Place
152,"Chicago, IL",41.8838374,-87.6320155,312 Chicago,41.88440449157206,-87.6323345048054,Italian Restaurant
153,"Chicago, IL",41.8838374,-87.6320155,Petterino's,41.88446052359232,-87.62973474262299,Italian Restaurant
154,"Chicago, IL",41.8838374,-87.6320155,Hannah's Bretzel,41.883245156004314,-87.63365456968108,Sandwich Place
155,"Chicago, IL",41.8838374,-87.6320155,Garrett Popcorn Shops,41.88441744142467,-87.62909369758894,Snack Place
156,"Chicago, IL",41.8838374,-87.6320155,Dunkin',41.8841045,-87.6341513,Donut Shop
157,"Chicago, IL",41.8838374,-87.6320155,Godiva Chocolatier,41.88347085942317,-87.62888699769974,Chocolate Shop
158,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88229777,-87.63430689,Coffee Shop
159,"Chicago, IL",41.8838374,-87.6320155,Benjyehuda,41.88140598249916,-87.63239323865992,Falafel Restaurant
160,"Chicago, IL",41.8838374,-87.6320155,sweetgreen,41.8822714,-87.629236,Salad Place
161,"Chicago, IL",41.8838374,-87.6320155,Roti Modern Mediterranean,41.88312632857337,-87.62898356197127,Mediterranean Restaurant
162,"Chicago, IL",41.8838374,-87.6320155,Protein Bar & Kitchen,41.883081,-87.634549,Restaurant
163,"Chicago, IL",41.8838374,-87.6320155,Residence Inn by Marriott Chicago Downtown/Loop,41.88158973703521,-87.63210028409958,Hotel
164,"Chicago, IL",41.8838374,-87.6320155,SEPHORA,41.883964158445984,-87.62869539270764,Cosmetics Shop
165,"Chicago, IL",41.8838374,-87.6320155,Krispy Kreme,41.883822,-87.629248,Donut Shop
166,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88214,-87.63052,Coffee Shop
167,"Chicago, IL",41.8838374,-87.6320155,Monk's Pub,41.88563991467135,-87.63433884571832,Pub
168,"Chicago, IL",41.8838374,-87.6320155,Kimpton Gray Hotel,41.88087481612714,-87.63175159692764,Hotel
169,"Chicago, IL",41.8838374,-87.6320155,Qdoba Mexican Grill,41.8833945,-87.6326703,Burrito Place
170,"Chicago, IL",41.8838374,-87.6320155,Lotus Bahn Mi,41.883441999999995,-87.633041,Vietnamese Restaurant
171,"Chicago, IL",41.8838374,-87.6320155,Disney store,41.883364,-87.628128,Toy / Game Store
172,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88560172,-87.63265151,Coffee Shop
173,"Chicago, IL",41.8838374,-87.6320155,Jimmy John's,41.885406180855455,-87.63281505690037,Sandwich Place
174,"Chicago, IL",41.8838374,-87.6320155,Naf Naf Grill,41.88327556720619,-87.63556332317656,Middle Eastern Restaurant
175,"Chicago, IL",41.8838374,-87.6320155,Prime & Provisions,41.88649652,-87.63355918,Steakhouse
176,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88512509,-87.63074799,Coffee Shop
177,"Chicago, IL",41.8838374,-87.6320155,Magnolia Bakery,41.88418724189101,-87.62807811436072,Bakery
178,"Chicago, IL",41.8838374,-87.6320155,Trattoria No. 10,41.88228668040787,-87.62956995962637,Italian Restaurant
179,"Chicago, IL",41.8838374,-87.6320155,Gene Siskel Film Center,41.88500714054633,-87.62791573046748,Indie Movie Theater
180,"Chicago, IL",41.8838374,-87.6320155,Vol. 39,41.88089960836895,-87.63198361561996,Cocktail Bar
181,"Chicago, IL",41.8838374,-87.6320155,La Cocina Mexican Grill,41.88275939610318,-87.63388566940944,Mexican Restaurant
182,"Chicago, IL",41.8838374,-87.6320155,Broadway In Chicago,41.88282995495292,-87.62786415482503,Performing Arts Venue
183,"Chicago, IL",41.8838374,-87.6320155,Hyatt Place Chicago/Downtown-The Loop,41.8825711456848,-87.63543795889565,Hotel
184,"Chicago, IL",41.8838374,-87.6320155,Mr. Submarine,41.88299663393056,-87.63390695129904,Sandwich Place
185,"Chicago, IL",41.8838374,-87.6320155,The Walnut Room,41.88336327805219,-87.628565434521,American Restaurant
186,"Chicago, IL",41.8838374,-87.6320155,Veggie Grill,41.8858671,-87.6339466,Vegetarian / Vegan Restaurant
187,"Chicago, IL",41.8838374,-87.6320155,Bombay Wraps,41.88408821532909,-87.63383421743741,Indian Restaurant
188,"Chicago, IL",41.8838374,-87.6320155,Atlas Stationers Inc.,41.88566598344251,-87.63525558898812,Paper / Office Supplies Store
189,"Chicago, IL",41.8838374,-87.6320155,AceBounce,41.88676624725434,-87.63107346854126,Arcade
190,"Chicago, IL",41.8838374,-87.6320155,The Joffrey Ballet,41.884616028557055,-87.62761166089008,Dance Studio
191,"Chicago, IL",41.8838374,-87.6320155,M Burger,41.88498868019652,-87.631428963886,Burger Joint
192,"Chicago, IL",41.8838374,-87.6320155,Flight Club Social Darts,41.88689114366546,-87.63106679554905,General Entertainment
193,"Chicago, IL",41.8838374,-87.6320155,Naansense,41.885662681086124,-87.63407304629884,Indian Restaurant
194,"Chicago, IL",41.8838374,-87.6320155,Peet's Coffee & Tea,41.881823,-87.63287,Coffee Shop
195,"Chicago, IL",41.8838374,-87.6320155,CIBC Theatre,41.881234571118426,-87.62879525582635,Theater
196,"Chicago, IL",41.8838374,-87.6320155,Hamilton The Musical,41.881049341650346,-87.62881058588185,Theater
197,"Chicago, IL",41.8838374,-87.6320155,Boleo,41.88094088885343,-87.63168466501236,South American Restaurant
198,"Chicago, IL",41.8838374,-87.6320155,Sopraffina First Class Market,41.88240129313243,-87.6295571419427,Italian Restaurant
199,"Chicago, IL",41.8838374,-87.6320155,Starbucks,41.88281830728615,-87.63249258326223,Coffee Shop
200,"Chicago, IL",41.8838374,-87.6320155,Argo Tea,41.88448642718205,-87.62841459966667,Tea Room
201,"Chicago, IL",41.8838374,-87.6320155,Renaissance Chicago Downtown Hotel,41.88622055333085,-87.6283210515976,Hotel
202,"Chicago, IL",41.8838374,-87.6320155,Jason's Deli,41.88573564403023,-87.62932037078693,Deli / Bodega
203,"Chicago, IL",41.8838374,-87.6320155,Kimpton Hotel Allegro,41.884276,-87.63333,Hotel
204,"Chicago, IL",41.8838374,-87.6320155,Freshii,41.88494135393328,-87.63112422715228,Salad Place
205,"Chicago, IL",41.8838374,-87.6320155,Potbelly Sandwich Shop,41.886701,-87.634579,Sandwich Place
206,"Chicago, IL",41.8838374,-87.6320155,AMC Dine-in Theatres Block 37,41.883838210532765,-87.62862160890833,Movie Theater
207,"Chicago, IL",41.8838374,-87.6320155,River Roast,41.88722166383858,-87.63208666502986,Restaurant
208,"Chicago, IL",41.8838374,-87.6320155,Miró's Chicago,41.88309743507456,-87.63034880161285,Outdoor Sculpture
209,"Chicago, IL",41.8838374,-87.6320155,SoulCycle Loop,41.88719094181631,-87.63148031141263,Cycle Studio
210,"Chicago, IL",41.8838374,-87.6320155,Protein Bar & Kitchen,41.885874,-87.628525,Vegetarian / Vegan Restaurant
211,"Chicago, IL",41.8838374,-87.6320155,Atwood,41.88320484715686,-87.62819133764489,New American Restaurant
212,"Chicago, IL",41.8838374,-87.6320155,Italian Village,41.88092612690439,-87.63024961104458,Italian Restaurant
213,"Chicago, IL",41.8838374,-87.6320155,Goddess and the Baker,41.88710835679483,-87.63227770968568,Coffee Shop
214,"Chicago, IL",41.8838374,-87.6320155,The Chicago Theatre,41.8855389313031,-87.6271507302385,Theater
215,"Chicago, IL",41.8838374,-87.6320155,Goodwin's Restaurant,41.88580709435049,-87.63611372253843,Sandwich Place
216,"Chicago, IL",41.8838374,-87.6320155,7-Eleven,41.8839102,-87.6326453,Convenience Store
217,"Chicago, IL",41.8838374,-87.6320155,Blackwood BBQ,41.885764661566725,-87.63603925078561,BBQ Joint
218,"Chicago, IL",41.8838374,-87.6320155,5411 Empanadas,41.88517538905446,-87.63542044906146,South American Restaurant
219,"Chicago, IL",41.8838374,-87.6320155,Potbelly Sandwich Shop,41.884263,-87.635074,Sandwich Place
220,"Chicago, IL",41.8838374,-87.6320155,Exelon Plaza,41.880995067532695,-87.63003130867405,Plaza
221,"Chicago, IL",41.8838374,-87.6320155,Jersey Mike's Subs,41.881173,-87.63407,Sandwich Place
222,"Chicago, IL",41.8838374,-87.6320155,Beatrix Market,41.884278115468355,-87.63608479036799,Market
223,"Chicago, IL",41.8838374,-87.6320155,Chicago Design Museum,41.883872851903995,-87.628247836521,Museum
224,"Chicago, IL",41.8838374,-87.6320155,Macy's,41.884,-87.628,Department Store
225,"Chicago, IL",41.8838374,-87.6320155,Garrett Popcorn Shops,41.882053569756195,-87.62758562311237,Snack Place
226,"Chicago, IL",41.8838374,-87.6320155,Civic Opera House,41.88262616495191,-87.63706660694655,Opera House
227,"Chicago, IL",41.8838374,-87.6320155,Krispy Kreme (Block 37 Basement),41.883231,-87.627943,Donut Shop
228,"Chicago, IL",41.8838374,-87.6320155,Wells St. Market,41.88677684592362,-87.63405025439225,Food Court
229,"Chicago, IL",41.8838374,-87.6320155,Daley Plaza Fountain,41.883599596078184,-87.62950856352074,Fountain
230,"Chicago, IL",41.8838374,-87.6320155,Boar's Head Cafe,41.88576261802537,-87.63455103868517,American Restaurant
231,"Chicago, IL",41.8838374,-87.6320155,Crêpe Bistro & Martini Bar,41.88559384440989,-87.63413831839948,French Restaurant
232,"Chicago, IL",41.8838374,-87.6320155,Blick Art Materials,41.88091304192975,-87.62815105573134,Arts & Crafts Store
233,"Chicago, IL",41.8838374,-87.6320155,Beehive Shoeworks,41.882515027921734,-87.63386850039699,Shoe Repair
234,"Chicago, IL",41.8838374,-87.6320155,Block 37,41.88379795699842,-87.62841108490514,Shopping Mall
235,"Chicago, IL",41.8838374,-87.6320155,U.B. Dogs,41.885312890502064,-87.63578476783573,Hot Dog Joint
236,"Chicago, IL",41.8838374,-87.6320155,7-Eleven,41.8855885535494,-87.6337310671806,Convenience Store
237,"Houston, TX",29.7601855,-95.3693536,Hobby Center for the Performing Arts,29.761525580635887,-95.36937625723134,Performing Arts Venue
238,"Houston, TX",29.7601855,-95.3693536,Sam Houston Park,29.75987637162599,-95.37121094173017,Park
239,"Houston, TX",29.7601855,-95.3693536,Theatre Under The Stars,29.761486842951108,-95.37006806125714,Theater
240,"Houston, TX",29.7601855,-95.3693536,City Hall Farmer's Market,29.759163880661635,-95.36844616089815,Farmers Market
241,"Houston, TX",29.7601855,-95.3693536,5411 Empanadas,29.758986,-95.36859,Empanada Restaurant
