,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
964,"Gilbert, AZ",33.3103,-111.7431,Thirsty Lion Gastropub & Grill,33.309608422084096,-111.74228207799102,American Restaurant
965,"Gilbert, AZ",33.3103,-111.7431,Total Wine & More,33.3083255,-111.7423932,Wine Shop
966,"Gilbert, AZ",33.3103,-111.7431,Harkins Theatres SanTan Village 16,33.311127,-111.74101,Movie Theater
967,"Gilbert, AZ",33.3103,-111.7431,SanTan Village,33.3084041906075,-111.743256712814,Shopping Mall
968,"Gilbert, AZ",33.3103,-111.7431,Disney store,33.311247,-111.743261,Toy / Game Store
969,"Gilbert, AZ",33.3103,-111.7431,Toni & Guy,33.310706380566856,-111.74201389884284,Salon / Barbershop
970,"Gilbert, AZ",33.3103,-111.7431,Brio Tuscan Grille,33.308418852626275,-111.74319997429848,Italian Restaurant
971,"Gilbert, AZ",33.3103,-111.7431,Gordon Biersch Brewery Restaurant,33.3088179,-111.7423222,American Restaurant
972,"Gilbert, AZ",33.3103,-111.7431,Bath & Body Works,33.30929750401291,-111.7428333521466,Cosmetics Shop
973,"Gilbert, AZ",33.3103,-111.7431,Apple SanTan Village,33.308794,-111.742735,Electronics Store
974,"Gilbert, AZ",33.3103,-111.7431,Cantina Laredo,33.308433858720264,-111.74383627571565,Mexican Restaurant
975,"Gilbert, AZ",33.3103,-111.7431,Charming Charlie,33.30844171,-111.7428074,Accessories Store
976,"Gilbert, AZ",33.3103,-111.7431,Victoria's Secret,33.30951643151953,-111.74309106700616,Lingerie Store
977,"Gilbert, AZ",33.3103,-111.7431,Victoria's Secret PINK,33.30950318193575,-111.74315941490569,Lingerie Store
978,"Gilbert, AZ",33.3103,-111.7431,Kona Grill,33.307843,-111.742309,American Restaurant
979,"Gilbert, AZ",33.3103,-111.7431,Chipotle Mexican Grill,33.30802545205554,-111.74276411533356,Mexican Restaurant
980,"Gilbert, AZ",33.3103,-111.7431,Blue Wasabi Sushi & Martini Bar,33.30782862171118,-111.74399972317015,Sushi Restaurant
981,"Gilbert, AZ",33.3103,-111.7431,Haiku Tokyo,33.307909,-111.742641,Japanese Restaurant
982,"Gilbert, AZ",33.3103,-111.7431,SEPHORA,33.3101585,-111.7427399,Cosmetics Shop
983,"Gilbert, AZ",33.3103,-111.7431,Massage Envy - Gilbert - San Tan,33.311365241517905,-111.74153341104505,Spa
984,"Gilbert, AZ",33.3103,-111.7431,Banana Republic,33.309507,-111.742712,Clothing Store
985,"Gilbert, AZ",33.3103,-111.7431,The Keg Steakhouse & Bar,33.307383865552715,-111.74184912069202,Steakhouse
986,"Gilbert, AZ",33.3103,-111.7431,BubbleBee,33.31092543942485,-111.74212200996614,Bubble Tea Shop
987,"Gilbert, AZ",33.3103,-111.7431,American Eagle Outfitters,33.3113899,-111.7424154,Clothing Store
988,"Gilbert, AZ",33.3103,-111.7431,Barnes & Noble,33.30783606297319,-111.74331255442586,Bookstore
989,"Gilbert, AZ",33.3103,-111.7431,Macy's,33.311,-111.74,Department Store
990,"Gilbert, AZ",33.3103,-111.7431,Coach,33.30990926476111,-111.74310314837851,Accessories Store
991,"Gilbert, AZ",33.3103,-111.7431,Kea Lani,33.311117273352295,-111.7414321674989,Snack Place
992,"Gilbert, AZ",33.3103,-111.7431,Red Robin Gourmet Burgers and Brews,33.30996344167247,-111.7464378429844,Burger Joint
993,"Gilbert, AZ",33.3103,-111.7431,In-N-Out Burger,33.305857681676805,-111.74344275425378,Burger Joint
994,"Gilbert, AZ",33.3103,-111.7431,Best Buy,33.308959,-111.74086,Electronics Store
995,"Gilbert, AZ",33.3103,-111.7431,Yankee Candle,33.30920642760656,-111.74311604488021,Gift Shop
996,"Gilbert, AZ",33.3103,-111.7431,Vans,33.31112336830215,-111.74373705652734,Shoe Store
997,"Gilbert, AZ",33.3103,-111.7431,Auntie Anne's,33.31141348649659,-111.7430583979518,Snack Place
998,"Gilbert, AZ",33.3103,-111.7431,AT&T,33.307850721514285,-111.74239382521091,Mobile Phone Shop
999,"Winston–Salem, NC",36.1027,-80.261,West End Opera House,36.10212489524155,-80.26199539181606,Bar
1000,"Winston–Salem, NC",36.1027,-80.261,Hoots Roller Bar,36.103849152474005,-80.25918855274693,Bar
1001,"Winston–Salem, NC",36.1027,-80.261,The Tap,36.10146443365849,-80.26099886213503,Bar
1002,"Winston–Salem, NC",36.1027,-80.261,The Porch Kitchen & Cantina,36.103820175730704,-80.25938371393703,Taco Place
1003,"Winston–Salem, NC",36.1027,-80.261,Joymongers Barrel Hall,36.10116617370294,-80.26071920601946,Bar
1004,"Winston–Salem, NC",36.1027,-80.261,Cafe Gelato,36.10194973136714,-80.26190322939541,Ice Cream Shop
1005,"Winston–Salem, NC",36.1027,-80.261,Reynolds Auditorium,36.101948478475904,-80.26557494308685,Concert Hall
1006,"Winston–Salem, NC",36.1027,-80.261,Alex's Cafe,36.10134334854631,-80.260323232231,Greek Restaurant
1007,"Winston–Salem, NC",36.1027,-80.261,Theatre Alliance,36.10288045458003,-80.26208198797329,Theater
1008,"Winston–Salem, NC",36.1027,-80.261,Snob Consignment,36.10171387520564,-80.2606272663532,Thrift / Vintage Store
1009,"North Las Vegas, NV",36.2857,-115.0939,VA Grubbing Area,36.285034919776315,-115.09533935877984,American Restaurant
1010,"North Las Vegas, NV",36.2857,-115.0939,Patriot Cafe,36.28550258261986,-115.09418965314605,Cafeteria
1011,"Norfolk, VA",36.923,-76.2446,Sheppard St & Chesapeake Blvd,36.92380499177684,-76.24301433563232,Intersection
1012,"Garland, TX",32.9098,-96.6303,Meshack's Bar-be-que Shack,32.910575685056024,-96.62777025610141,BBQ Joint
1013,"Garland, TX",32.9098,-96.6303,QuikTrip,32.912895658991566,-96.62983634842467,Convenience Store
1014,"Garland, TX",32.9098,-96.6303,Subway,32.911529781053204,-96.63122146152001,Sandwich Place
1015,"Garland, TX",32.9098,-96.6303,Taco Bell,32.91249184,-96.63114634,Fast Food Restaurant
1016,"Garland, TX",32.9098,-96.6303,Burger King,32.911648742527504,-96.63029327988625,Fast Food Restaurant
1017,"Garland, TX",32.9098,-96.6303,Vaughn's Donut Shop,32.91173,-96.631407,Bakery
1018,"Garland, TX",32.9098,-96.6303,taco zone,32.912744,-96.631226,Fast Food Restaurant
1019,"Irving, TX",32.8577,-96.97,Cottonwood Valley Park,32.85644479734083,-96.97245940218498,Playground
1020,"Hialeah, FL",25.8699,-80.3029,Dunkin',25.867116165530206,-80.30559601503921,Donut Shop
1021,"Hialeah, FL",25.8699,-80.3029,Boston Market,25.8671695,-80.3036162,American Restaurant
1022,"Hialeah, FL",25.8699,-80.3029,KFC,25.8669762200055,-80.29968598851843,Fried Chicken Joint
1023,"Hialeah, FL",25.8699,-80.3029,Denny's,25.8663281,-80.3036994,Diner
1024,"Hialeah, FL",25.8699,-80.3029,The Vitamin Shoppe,25.8671174,-80.3064411,Supplement Shop
1025,"Hialeah, FL",25.8699,-80.3029,McDonald's,25.867057954895344,-80.30519306659698,Fast Food Restaurant
1026,"Hialeah, FL",25.8699,-80.3029,Sushi Sake Hialeah,25.8671419,-80.3057991,Japanese Restaurant
1027,"Hialeah, FL",25.8699,-80.3029,Taco Shop Mexican Grill,25.866996151228825,-80.30016142143906,Mexican Restaurant
1028,"Hialeah, FL",25.8699,-80.3029,Taco Bell,25.86690136034017,-80.3048744237007,Fast Food Restaurant
1029,"Hialeah, FL",25.8699,-80.3029,GameStop,25.866887826093844,-80.30426968603284,Video Game Store
1030,"Hialeah, FL",25.8699,-80.3029,La Granja,25.86735359791638,-80.30671392607817,Peruvian Restaurant
1031,"Hialeah, FL",25.8699,-80.3029,Burger King,25.867016925809978,-80.30143663287157,Fast Food Restaurant
1032,"Hialeah, FL",25.8699,-80.3029,whosalers LLC,25.873212,-80.303392,Health Food Store
1033,"Hialeah, FL",25.8699,-80.3029,"Invitations Plus, Inc.",25.86619392761865,-80.30548810958862,Bridal Shop
1034,"Hialeah, FL",25.8699,-80.3029,David's Bridal,25.865827404710018,-80.3047377616167,Bridal Shop
1035,"Fremont, CA",37.4945,-121.9412,Tesla Café,37.495687298644086,-121.93891665879639,Cafeteria
1036,"Fremont, CA",37.4945,-121.9412,Athens Health Clinic,37.493722694875856,-121.94579433918855,Gym / Fitness Center
1037,"Fremont, CA",37.4945,-121.9412,Tesla Shuttle Stop - Fremont,37.49373212826969,-121.94582652615448,Bus Stop
1038,"Boise, ID",43.6002,-116.2317,Frog Fix Coffee Parlor,43.597884595717744,-116.22876377600593,Coffee Shop
1039,"Boise, ID",43.6002,-116.2317,Jackson's,43.599100699380955,-116.23368671604622,Gas Station
1040,"Boise, ID",43.6002,-116.2317,Bench Commission Furniture,43.600668,-116.234368,Furniture / Home Store
1041,"Boise, ID",43.6002,-116.2317,Amaru Confections,43.601803,-116.233814,Bakery
1042,"Richmond, VA",37.5314,-77.476,North Bank Trail,37.53348486505718,-77.47465340479906,Trail
1043,"Richmond, VA",37.5314,-77.476,Japanese Garden,37.53270999176563,-77.47647240757941,Garden
1044,"Richmond, VA",37.5314,-77.476,Maymont,37.534849407531695,-77.4753312068931,Park
1045,"Richmond, VA",37.5314,-77.476,Italian Garden,37.53370074503301,-77.47665882110596,Garden
1046,"Richmond, VA",37.5314,-77.476,Waterfall - Japanese Garden,37.533199034393,-77.47706793970457,Waterfall
1047,"Richmond, VA",37.5314,-77.476,Bamboo Forest,37.53307541067254,-77.47773170471191,Forest
1048,"Richmond, VA",37.5314,-77.476,Herbs Galore,37.534273209753664,-77.47510714052898,Garden Center
1049,"Richmond, VA",37.5314,-77.476,42nd St. Island,37.52701470845673,-77.47579054156921,Beach
1050,"Baton Rouge, LA",30.4422,-91.1309,Red Stick Spice Company,30.443386,-91.130862,Gourmet Shop
1051,"Baton Rouge, LA",30.4422,-91.1309,Serops Express,30.442670794633383,-91.13065034151077,Greek Restaurant
1052,"Baton Rouge, LA",30.4422,-91.1309,Brew Ha Ha,30.442816933922934,-91.13010667718568,Bakery
1053,"Baton Rouge, LA",30.4422,-91.1309,Fleur de Lis Pizza,30.444852466511577,-91.13146159268027,Pizza Place
1054,"Baton Rouge, LA",30.4422,-91.1309,Corks N Canvas,30.442577282595494,-91.13003153639663,Arts & Crafts Store
1055,"Baton Rouge, LA",30.4422,-91.1309,Anthony's Italian Deli,30.445076,-91.13278100000001,Italian Restaurant
1056,"Baton Rouge, LA",30.4422,-91.1309,Monjunis,30.44238386091773,-91.1301438066837,Italian Restaurant
1057,"Baton Rouge, LA",30.4422,-91.1309,Bistro Byronz,30.44439974696956,-91.13436319877152,Southern / Soul Food Restaurant
1058,"Baton Rouge, LA",30.4422,-91.1309,Reginelli's Pizza,30.4429159119543,-91.13080322742462,Pizza Place
1059,"Baton Rouge, LA",30.4422,-91.1309,Superior Grill,30.444957472796307,-91.13397960217009,Mexican Restaurant
1060,"Baton Rouge, LA",30.4422,-91.1309,Roman's Cafe,30.44453148708795,-91.13495664139575,Greek Restaurant
1061,"Baton Rouge, LA",30.4422,-91.1309,Brew-Bacher's Grill,30.444518930962463,-91.1328979335033,Burger Joint
1062,"Baton Rouge, LA",30.4422,-91.1309,Church's Chicken,30.444435879882207,-91.13117609911905,Fried Chicken Joint
1063,"Baton Rouge, LA",30.4422,-91.1309,Dollar General,30.444059999999997,-91.131785,Discount Store
1064,"Baton Rouge, LA",30.4422,-91.1309,SONIC Drive In,30.4449681672285,-91.1350062489509,Fast Food Restaurant
1065,"Baton Rouge, LA",30.4422,-91.1309,The Orchard Baton Rouge,30.443697508352408,-91.13071203231812,Electronics Store
1066,"Baton Rouge, LA",30.4422,-91.1309,Match Point Tennis & Fitness Boutique,30.44288444519043,-91.13037872314453,Sporting Goods Shop
1067,"Baton Rouge, LA",30.4422,-91.1309,The Compact Disc Store,30.443386,-91.130862,Record Shop
1068,"Baton Rouge, LA",30.4422,-91.1309,Corks n Canvas,30.442376725567645,-91.13042287778173,Arts & Entertainment
1069,"Baton Rouge, LA",30.4422,-91.1309,Jed’s Local Po’Boys,30.443471,-91.130747,Restaurant
1070,"Baton Rouge, LA",30.4422,-91.1309,Mid City Market,30.442618994360227,-91.13062631561553,Restaurant
1071,"Baton Rouge, LA",30.4422,-91.1309,Sabai Jewelry Gallery - Baton Rouge,30.442655,-91.13000699999999,Jewelry Store
1072,"Baton Rouge, LA",30.4422,-91.1309,Government  & Jefferson,30.444609,-91.130507,Intersection
1073,"Baton Rouge, LA",30.4422,-91.1309,Verde Beauty Studio,30.44496,-91.13029300000001,Cosmetics Shop
1074,"Baton Rouge, LA",30.4422,-91.1309,Underwater Adventures,30.444909000000003,-91.133054,Board Shop
1075,"Baton Rouge, LA",30.4422,-91.1309,jefferson & college,30.43975922880202,-91.12697993312717,Intersection
1076,"Baton Rouge, LA",30.4422,-91.1309,Piggly Wiggly,30.445003999999997,-91.134745,Grocery Store
1077,"Spokane, WA",47.6669,-117.4333,Indaba Coffee,47.66430058726037,-117.4334897331904,Coffee Shop
1078,"Spokane, WA",47.6669,-117.4333,The Backyard Public House,47.66419501593194,-117.43839766523978,Dive Bar
1079,"Spokane, WA",47.6669,-117.4333,REI,47.667781,-117.427043,Sporting Goods Shop
1080,"Spokane, WA",47.6669,-117.4333,7-Eleven,47.670566,-117.435966,Convenience Store
1081,"Spokane, WA",47.6669,-117.4333,4 Degrees Real Estate,47.668248549534745,-117.43655204772949,Business Service
1082,"Spokane, WA",47.6669,-117.4333,Hold Your Grounds Espresso,47.66778725178944,-117.43721281626547,Coffee Shop
1083,"Spokane, WA",47.6669,-117.4333,The Broadway Bar and Grill,47.664171,-117.438326,Bar
